Price,Close,High,Low,Open,Volume
Ticker,BOVA11.SA,BOVA11.SA,BOVA11.SA,BOVA11.SA,BOVA11.SA
Date,,,,,
2024-03-12,123.80999755859375,124.30000305175781,122.9000015258789,123.26000213623047,3156281
2024-03-13,124.37000274658203,124.79000091552734,123.63999938964844,123.80000305175781,5419376
2024-03-14,123.81999969482422,124.54000091552734,123.43000030517578,124.41999816894531,4233788
2024-03-15,122.87000274658203,124.2300033569336,122.7699966430664,123.94000244140625,6690411
2024-03-18,123.05000305175781,123.83000183105469,122.5999984741211,123.37999725341797,2753627
2024-03-19,123.7300033569336,124.2300033569336,123.4000015258789,123.55000305175781,7484705
2024-03-20,125.44999694824219,125.44999694824219,123.58999633789062,123.83000183105469,6863547
2024-03-21,124.37000274658203,125.63999938964844,124.37000274658203,125.54000091552734,3950590
2024-03-22,123.20999908447266,124.2300033569336,123.18000030517578,124.0999984741211,3379827
2024-03-25,123.19000244140625,123.5,123.02999877929688,123.29000091552734,3299498
2024-03-26,123.23999786376953,123.51000213623047,122.9000015258789,123.0,3841275
2024-03-27,124.05000305175781,124.06999969482422,122.5199966430664,123.0,3296437
2024-03-28,124.33000183105469,124.66000366210938,123.56999969482422,123.81999969482422,3733310
2024-04-01,123.29000091552734,124.93000030517578,123.08999633789062,124.68000030517578,3129542
2024-04-02,123.73999786376953,123.91999816894531,122.95999908447266,123.2699966430664,4144172
2024-04-03,123.54000091552734,123.98999786376953,122.5,123.63999938964844,4154131
2024-04-04,123.68000030517578,125.86000061035156,123.43000030517578,124.4000015258789,7346367
2024-04-05,122.9000015258789,123.73999786376953,122.69000244140625,123.69999694824219,4733645
2024-04-08,125.12999725341797,125.43000030517578,123.4000015258789,123.5999984741211,3885696
2024-04-09,126.20999908447266,126.20999908447266,125.43000030517578,125.70999908447266,7345517
2024-04-10,124.1500015258789,125.5999984741211,124.0,125.5999984741211,7337316
2024-04-11,123.72000122070312,124.23999786376953,123.33000183105469,124.0999984741211,5565522
2024-04-12,122.12000274658203,123.94999694824219,121.94999694824219,123.61000061035156,7827786
2024-04-15,121.55000305175781,122.58999633789062,121.3499984741211,122.2699966430664,5630895
2024-04-16,120.8499984741211,121.54000091552734,120.1500015258789,120.80000305175781,4825202
2024-04-17,120.54000091552734,121.68000030517578,120.0199966430664,121.5,8562974
2024-04-18,120.4800033569336,121.5,119.80999755859375,120.87999725341797,7058394
2024-04-19,121.5199966430664,121.86000061035156,120.51000213623047,120.51000213623047,6952199
2024-04-22,121.80000305175781,122.36000061035156,120.95999908447266,121.72000122070312,5962998
2024-04-23,121.41000366210938,122.19000244140625,120.6500015258789,121.13999938964844,3925593
2024-04-24,120.97000122070312,121.80000305175781,120.9000015258789,121.80000305175781,3023353
2024-04-25,120.91000366210938,121.12999725341797,120.05000305175781,120.5999984741211,2680171
2024-04-26,122.83000183105469,123.12999725341797,121.69999694824219,121.69999694824219,5902605
2024-04-29,123.7699966430664,123.7699966430664,122.83000183105469,122.94000244140625,3936000
2024-04-30,122.37999725341797,123.27999877929688,122.16000366210938,123.20999908447266,4898110
2024-05-02,123.3499984741211,124.0,122.88999938964844,123.87000274658203,4216364
2024-05-03,124.81999969482422,125.12000274658203,124.55000305175781,124.7300033569336,7876633
2024-05-06,124.70999908447266,125.44000244140625,124.5199966430664,124.72000122070312,2494676
2024-05-07,125.4000015258789,125.97000122070312,125.30000305175781,125.47000122070312,4458951
2024-05-08,125.75,125.80000305175781,124.30999755859375,124.58999633789062,2563466
2024-05-09,124.5199966430664,124.73999786376953,123.6500015258789,124.22000122070312,5235426
2024-05-10,124.01000213623047,125.26000213623047,123.79000091552734,124.62999725341797,5481906
2024-05-13,124.55999755859375,124.9800033569336,124.0999984741211,124.26000213623047,5019698
2024-05-14,124.80999755859375,125.25,124.19999694824219,124.22000122070312,4930941
2024-05-15,124.2300033569336,124.62000274658203,123.33999633789062,123.66000366210938,8376018
2024-05-16,124.55000305175781,125.38999938964844,124.16999816894531,125.36000061035156,5538316
2024-05-17,124.37000274658203,124.76000213623047,123.98999786376953,124.27999877929688,5037651
2024-05-20,124.12000274658203,124.98999786376953,123.73999786376953,124.19999694824219,3448725
2024-05-21,123.69999694824219,124.44000244140625,123.51000213623047,124.37999725341797,2766833
2024-05-22,122.06999969482422,123.16000366210938,121.91000366210938,123.13999938964844,3620178
2024-05-23,121.0999984741211,122.05000305175781,120.80000305175781,122.0,5528040
2024-05-24,120.63999938964844,121.63999938964844,120.62999725341797,121.2699966430664,3789370
2024-05-27,120.87000274658203,120.94000244140625,120.44999694824219,120.87000274658203,2204985
2024-05-28,120.18000030517578,121.81999969482422,119.94000244140625,121.81999969482422,5527640
2024-05-29,119.12000274658203,119.55999755859375,118.91000366210938,119.41999816894531,6164411
2024-05-31,118.66000366210938,119.27999877929688,118.36000061035156,119.06999969482422,3978396
2024-06-03,118.44000244140625,118.94999694824219,117.91999816894531,118.6500015258789,4015018
2024-06-04,118.16000366210938,118.37999725341797,117.37999725341797,118.04000091552734,4270901
2024-06-05,117.9000015258789,118.63999938964844,117.69000244140625,118.12999725341797,3475377
2024-06-06,119.4000015258789,119.69000244140625,117.80999755859375,118.0,4179139
2024-06-07,117.12999725341797,118.69000244140625,117.08999633789062,118.29000091552734,6271674
2024-06-10,117.3499984741211,117.9000015258789,116.94999694824219,117.11000061035156,5054211
2024-06-11,118.0,118.22000122070312,117.37999725341797,117.5,5365316
2024-06-12,116.45999908447266,118.87000274658203,116.01000213623047,118.87000274658203,13576008
2024-06-13,116.18000030517578,116.79000091552734,115.7300033569336,116.5,6118398
2024-06-14,116.22000122070312,116.80000305175781,115.37000274658203,116.12000274658203,5884307
2024-06-17,115.73999786376953,116.23999786376953,115.2300033569336,115.9800033569336,3690929
2024-06-18,116.12000274658203,116.66999816894531,115.4800033569336,115.73999786376953,4144535
2024-06-19,116.76000213623047,116.97000122070312,115.56999969482422,116.0,7572350
2024-06-20,117.12000274658203,118.13999938964844,116.68000030517578,117.79000091552734,10357458
2024-06-21,118.0199966430664,118.12000274658203,116.58000183105469,116.58000183105469,8814447
2024-06-24,119.08000183105469,119.3499984741211,118.29000091552734,118.30000305175781,4647760
2024-06-25,118.9000015258789,119.36000061035156,118.51000213623047,118.91999816894531,3960912
2024-06-26,119.13999938964844,119.30000305175781,117.94000244140625,118.38999938964844,4157092
2024-06-27,120.80000305175781,120.80000305175781,119.4800033569336,119.79000091552734,3979875
2024-06-28,120.37999725341797,120.91999816894531,119.77999877929688,120.6500015258789,6187617
2024-07-01,121.08000183105469,121.7300033569336,120.16000366210938,120.54000091552734,4326923
2024-07-02,121.33000183105469,121.9800033569336,120.7699966430664,121.0999984741211,5692791
2024-07-03,122.13999938964844,123.02999877929688,122.13999938964844,122.41000366210938,7489909
2024-07-04,122.62000274658203,123.08999633789062,122.48999786376953,123.08999633789062,7382593
2024-07-05,122.69999694824219,123.13999938964844,121.9800033569336,122.5,5502079
2024-07-08,122.94000244140625,123.0199966430664,122.05000305175781,122.66999816894531,3398204
2024-07-09,123.54000091552734,123.7300033569336,122.37999725341797,122.83000183105469,3077215
2024-07-10,123.5,124.19999694824219,123.33999633789062,123.75,5715165
2024-07-11,124.56999969482422,124.69999694824219,124.16000366210938,124.33999633789062,8635165
2024-07-12,125.19999694824219,125.4000015258789,124.4000015258789,124.62000274658203,4182843
2024-07-15,125.72000122070312,125.87999725341797,125.12000274658203,125.5,4253086
2024-07-16,125.37000274658203,125.91000366210938,125.12999725341797,125.6500015258789,6867841
2024-07-17,125.81999969482422,125.98999786376953,125.0999984741211,125.37999725341797,7550262
2024-07-18,124.0199966430664,125.62000274658203,123.97000122070312,125.5,10454538
2024-07-19,124.0,124.86000061035156,123.86000061035156,124.12000274658203,5076064
2024-07-22,124.26000213623047,124.58999633789062,123.87000274658203,124.11000061035156,3621855
2024-07-23,122.94999694824219,123.8499984741211,122.94999694824219,123.73999786376953,4505869
2024-07-24,122.86000061035156,123.27999877929688,122.69000244140625,122.87999725341797,3059223
2024-07-25,122.41000366210938,122.7300033569336,122.08999633789062,122.62000274658203,3428805
2024-07-26,123.9800033569336,124.1500015258789,122.51000213623047,122.80999755859375,11921108
2024-07-29,123.45999908447266,124.08000183105469,123.04000091552734,123.91999816894531,4413160
2024-07-30,122.70999908447266,123.08999633789062,122.44000244140625,122.86000061035156,2801637
2024-07-31,124.04000091552734,124.26000213623047,123.30000305175781,123.44000244140625,3563965
2024-08-01,123.73999786376953,125.26000213623047,123.55999755859375,124.5999984741211,4551782
2024-08-02,122.37999725341797,124.45999908447266,122.19999694824219,124.0,6509549
2024-08-05,121.7699966430664,121.80000305175781,119.52999877929688,119.87999725341797,6420296
2024-08-06,122.73999786376953,123.48999786376953,117.94000244140625,122.18000030517578,4917941
2024-08-07,124.04000091552734,124.08999633789062,123.18000030517578,123.73999786376953,2745747
2024-08-08,125.30000305175781,125.30000305175781,124.11000061035156,124.22000122070312,4814699
2024-08-09,127.12999725341797,127.12999725341797,125.45999908447266,125.62999725341797,7015976
2024-08-12,127.6500015258789,128.13999938964844,127.5199966430664,127.66999816894531,10828667
2024-08-13,128.77999877929688,128.83999633789062,128.13999938964844,128.19000244140625,7375272
2024-08-14,129.67999267578125,130.10000610351562,128.82000732421875,129.0,8234779
2024-08-15,130.49000549316406,130.92999267578125,129.82000732421875,129.88999938964844,11268900
2024-08-16,130.2899932861328,131.1699981689453,130.17999267578125,130.97000122070312,7206161
2024-08-19,131.97999572753906,132.5,130.82000732421875,130.9600067138672,5042625
2024-08-20,132.44000244140625,132.6300048828125,131.6199951171875,132.30999755859375,5602747
2024-08-21,132.74000549316406,133.27999877929688,132.42999267578125,132.6999969482422,4806450
2024-08-22,131.57000732421875,132.6199951171875,131.16000366210938,132.33999633789062,7342220
2024-08-23,131.97999572753906,132.83999633789062,131.74000549316406,132.00999450683594,5715470
2024-08-26,133.2100067138672,133.3300018310547,132.22999572753906,132.4499969482422,2660851
2024-08-27,133.00999450683594,133.5,132.92999267578125,133.2100067138672,3956169
2024-08-28,133.6199951171875,133.77999877929688,132.08999633789062,132.36000061035156,5858532
2024-08-29,132.1699981689453,133.3300018310547,132.14999389648438,133.2899932861328,7778259
2024-08-30,132.60000610351562,132.60000610351562,131.2100067138672,131.2100067138672,3901293
2024-09-02,131.10000610351562,131.97000122070312,130.91000366210938,131.97000122070312,2755263
2024-09-03,130.6300048828125,131.41000366210938,130.52000427246094,131.27999877929688,3025277
2024-09-04,132.3800048828125,133.1999969482422,131.24000549316406,131.24000549316406,3684298
2024-09-05,132.88999938964844,133.0,132.11000061035156,132.25,3752037
2024-09-06,130.9600067138672,132.9600067138672,130.85000610351562,132.66000366210938,4585206
2024-09-09,131.0399932861328,131.61000061035156,130.97000122070312,131.0,4061555
2024-09-10,130.6300048828125,130.89999389648438,130.16000366210938,130.61000061035156,3443489
2024-09-11,131.2100067138672,131.44000244140625,130.1999969482422,131.2899932861328,3921936
2024-09-12,130.30999755859375,130.83999633789062,130.0,130.47999572753906,4069346
2024-09-13,131.2100067138672,132.22999572753906,131.0399932861328,131.16000366210938,4452461
2024-09-16,131.3800048828125,132.07000732421875,131.27000427246094,131.69000244140625,3387279
2024-09-17,131.3300018310547,131.3300018310547,130.5500030517578,131.10000610351562,4456626
2024-09-18,130.0500030517578,131.60000610351562,130.0500030517578,130.41000366210938,6890803
2024-09-19,129.3699951171875,131.19000244140625,129.3699951171875,131.10000610351562,8741014
2024-09-20,127.62999725341797,129.58999633789062,127.3499984741211,129.27999877929688,10375852
2024-09-23,127.0,127.44999694824219,126.61000061035156,127.23999786376953,9309068
2024-09-24,128.67999267578125,129.5,128.07000732421875,128.74000549316406,5572576
2024-09-25,127.91999816894531,129.41000366210938,127.91999816894531,129.0800018310547,4212234
2024-09-26,129.3300018310547,129.72000122070312,128.49000549316406,129.02999877929688,5400992
2024-09-27,129.0399932861328,130.3300018310547,129.0399932861328,129.3699951171875,5342563
2024-09-30,128.42999267578125,129.83999633789062,128.3699951171875,129.83999633789062,4930837
2024-10-01,128.86000061035156,129.85000610351562,128.4499969482422,128.89999389648438,7392815
2024-10-02,129.85000610351562,131.3300018310547,129.75999450683594,130.77000427246094,7089535
2024-10-03,128.02999877929688,128.72999572753906,127.62999725341797,128.72000122070312,9369114
2024-10-04,128.1999969482422,128.4199981689453,127.5999984741211,127.88999938964844,3945985
2024-10-07,128.4499969482422,129.42999267578125,128.14999389648438,129.22000122070312,8216928
2024-10-08,127.93000030517578,128.1699981689453,127.11000061035156,127.29000091552734,4923671
2024-10-09,126.3499984741211,127.12000274658203,126.20999908447266,127.05000305175781,10400515
2024-10-10,126.80000305175781,126.95999908447266,126.33000183105469,126.75,3080884
2024-10-11,126.47000122070312,126.66000366210938,125.86000061035156,126.47000122070312,3634934
2024-10-14,127.5,127.69999694824219,126.19999694824219,126.5,4101139
2024-10-15,127.4000015258789,127.80000305175781,126.75,127.5,8244363
2024-10-16,128.07000732421875,128.64999389648438,127.2699966430664,127.7300033569336,5046260
2024-10-17,127.30999755859375,127.43000030517578,126.4000015258789,126.5999984741211,4162953
2024-10-18,127.0,128.22999572753906,126.66000366210938,128.1199951171875,6988117
2024-10-21,126.75,127.62000274658203,126.66000366210938,127.36000061035156,3711321
2024-10-22,126.5,126.69999694824219,125.62999725341797,126.0,4744929
2024-10-23,125.80999755859375,125.98999786376953,125.16999816894531,125.83000183105469,4258243
2024-10-24,126.5999984741211,126.7300033569336,125.4000015258789,125.58000183105469,6300104
2024-10-25,126.3499984741211,127.05000305175781,126.29000091552734,127.0,4081060
2024-10-28,127.83999633789062,127.93000030517578,127.02999877929688,127.0999984741211,3418291
2024-10-29,127.25,128.22999572753906,127.16999816894531,128.0,3100162
2024-10-30,127.2300033569336,127.55000305175781,126.95999908447266,127.25,3682918
2024-10-31,126.26000213623047,127.22000122070312,126.1500015258789,127.0,4435733
2024-11-01,124.5999984741211,126.44000244140625,124.58000183105469,126.30999755859375,5589793
2024-11-04,127.1500015258789,127.18000030517578,125.76000213623047,125.80999755859375,4552805
2024-11-05,127.1500015258789,127.33999633789062,126.23999786376953,126.83999633789062,2657011
2024-11-06,126.30000305175781,127.19000244140625,125.3499984741211,125.58000183105469,5676064
2024-11-07,126.05999755859375,127.83000183105469,125.88999938964844,126.44999694824219,5513780
2024-11-08,124.5,124.87999725341797,123.58000183105469,124.80999755859375,13722670
2024-11-11,124.3499984741211,124.69000244140625,123.87999725341797,124.05000305175781,6195424
2024-11-12,124.19999694824219,124.80000305175781,123.9800033569336,124.5999984741211,4149523
2024-11-13,124.33000183105469,124.6500015258789,123.5,124.3499984741211,4630754
2024-11-14,124.2699966430664,125.05000305175781,124.01000213623047,124.20999908447266,3889073
2024-11-18,124.41000366210938,124.9000015258789,123.81999969482422,124.08999633789062,4611947
2024-11-19,124.87999725341797,125.19999694824219,123.8499984741211,124.19999694824219,5651357
2024-11-21,123.5999984741211,124.1500015258789,123.23999786376953,124.05000305175781,4861613
2024-11-22,126.0199966430664,126.0199966430664,123.93000030517578,124.55999755859375,7262965
2024-11-25,125.66999816894531,126.08000183105469,125.5,125.9000015258789,3918747
2024-11-26,126.6500015258789,126.91000366210938,125.69999694824219,126.0,3205126
2024-11-27,124.0999984741211,126.83999633789062,123.5199966430664,126.69999694824219,8802278
2024-11-28,121.30000305175781,123.97000122070312,121.12000274658203,123.93000030517578,10752320
2024-11-29,122.31999969482422,122.80999755859375,120.66000366210938,121.5,9089798
2024-12-02,121.87999725341797,122.62999725341797,121.43000030517578,121.77999877929688,6273105
2024-12-03,122.68000030517578,123.0999984741211,122.22000122070312,122.23999786376953,4769047
2024-12-04,122.75,123.41999816894531,122.5199966430664,122.72000122070312,4701990
2024-12-05,124.51000213623047,124.68000030517578,123.55000305175781,123.55000305175781,9165643
2024-12-06,122.45999908447266,124.36000061035156,122.45999908447266,124.36000061035156,6531287
2024-12-09,123.76000213623047,124.18000030517578,123.30000305175781,123.30000305175781,4413229
2024-12-10,124.77999877929688,125.1500015258789,124.3499984741211,124.54000091552734,3560377
2024-12-11,126.61000061035156,127.36000061035156,124.04000091552734,125.08999633789062,5884278
2024-12-12,122.72000122070312,125.05000305175781,122.5999984741211,125.05000305175781,5715906
2024-12-13,121.62999725341797,122.94000244140625,121.31999969482422,122.80999755859375,7518342
2024-12-16,120.22000122070312,121.83999633789062,120.22000122070312,121.69999694824219,8866424
2024-12-17,121.5999984741211,122.19999694824219,120.4800033569336,120.77999877929688,12280783
2024-12-18,118.0999984741211,120.94999694824219,117.3499984741211,120.94999694824219,7704020
2024-12-19,117.9800033569336,118.7699966430664,117.83000183105469,118.30000305175781,6515286
2024-12-20,119.05000305175781,119.08999633789062,117.66000366210938,118.0,6972532
2024-12-23,117.69999694824219,118.5999984741211,117.52999877929688,118.5999984741211,6218302
2024-12-26,117.95999908447266,118.56999969482422,117.38999938964844,117.9000015258789,3231104
2024-12-27,117.26000213623047,118.47000122070312,117.0199966430664,118.30000305175781,6917466
2024-12-30,117.2699966430664,118.0,117.08000183105469,117.43000030517578,6590812
2025-01-02,117.0999984741211,117.70999908447266,116.11000061035156,117.19999694824219,6517660
2025-01-03,115.44999694824219,117.30999755859375,115.3499984741211,117.0,4414043
2025-01-06,117.06999969482422,117.2699966430664,116.41999816894531,116.66999816894531,4168578
2025-01-07,118.1500015258789,118.63999938964844,117.69999694824219,117.75,7383945
2025-01-08,116.66999816894531,117.73999786376953,116.31999969482422,117.7300033569336,3495340
2025-01-09,116.81999969482422,117.13999938964844,116.51000213623047,116.69000244140625,5919452
2025-01-10,115.95999908447266,116.9800033569336,115.7699966430664,116.9800033569336,3592912
2025-01-13,116.0199966430664,116.75,115.76000213623047,116.0199966430664,3718257
2025-01-14,116.45999908447266,116.51000213623047,115.26000213623047,116.0199966430664,3582816
2025-01-15,119.56999969482422,119.91999816894531,117.12000274658203,117.38999938964844,8644592
2025-01-16,118.33000183105469,119.33000183105469,117.73999786376953,119.33000183105469,7647777
2025-01-17,119.25,119.5999984741211,118.0,118.36000061035156,6997811
2025-01-20,119.80999755859375,120.16999816894531,118.44000244140625,118.93000030517578,4679447
2025-01-21,120.30000305175781,120.45999908447266,119.23999786376953,119.36000061035156,5793213
2025-01-22,119.91999816894531,120.8499984741211,119.80000305175781,120.54000091552734,4576819
2025-01-23,119.48999786376953,120.91000366210938,119.12000274658203,120.27999877929688,4066569
2025-01-24,119.44999694824219,119.87000274658203,119.16000366210938,119.43000030517578,5044118
2025-01-27,121.87000274658203,121.87000274658203,119.16999816894531,119.16999816894531,7409840
2025-01-28,121.02999877929688,121.80000305175781,120.87000274658203,121.5,2958806
2025-01-29,120.16999816894531,121.73999786376953,120.16999816894531,121.5,4311326
2025-01-30,123.94999694824219,124.05999755859375,121.1500015258789,121.1500015258789,16488642
2025-01-31,123.0,124.4000015258789,122.93000030517578,123.95999908447266,8503720
2025-02-03,122.63999938964844,123.37999725341797,122.4800033569336,122.88999938964844,3562259
2025-02-04,121.91000366210938,122.76000213623047,121.58000183105469,122.43000030517578,2660619
2025-02-05,122.37000274658203,122.7699966430664,121.54000091552734,122.22000122070312,4473279
2025-02-06,123.16000366210938,123.94999694824219,122.16000366210938,122.25,6981434
2025-02-07,121.4800033569336,123.47000122070312,121.16999816894531,123.05999755859375,6120942
2025-02-10,122.55000305175781,123.83999633789062,122.25,123.83999633789062,6481627
2025-02-11,123.44999694824219,123.79000091552734,122.56999969482422,122.69000244140625,7147384
2025-02-12,121.25,122.5999984741211,121.0199966430664,122.0999984741211,4593602
2025-02-13,121.68000030517578,121.75,120.68000030517578,121.1500015258789,3154628
2025-02-14,124.87000274658203,125.33000183105469,122.58000183105469,122.6500015258789,11048997
2025-02-17,125.25,126.37000274658203,125.25,125.27999877929688,5792507
2025-02-18,125.30000305175781,126.12999725341797,124.9000015258789,125.41999816894531,3443654
2025-02-19,124.01000213623047,124.83999633789062,123.88999938964844,124.30999755859375,3616668
2025-02-20,124.47000122070312,124.76000213623047,123.9000015258789,124.18000030517578,5140519
2025-02-21,123.94000244140625,124.4800033569336,123.33000183105469,124.19999694824219,4231262
2025-02-24,122.48999786376953,124.27999877929688,122.08999633789062,124.19999694824219,4477314
2025-02-25,122.83000183105469,123.66999816894531,122.5199966430664,122.80000305175781,3433189
2025-02-26,121.81999969482422,123.58000183105469,121.68000030517578,123.54000091552734,3745713
2025-02-27,121.75,122.7300033569336,121.30000305175781,121.5199966430664,3274651
2025-02-28,120.01000213623047,121.87000274658203,119.62000274658203,121.75,5463003
2025-03-05,120.05000305175781,120.5,119.79000091552734,120.01000213623047,1982232
2025-03-06,120.4000015258789,121.11000061035156,119.66999816894531,120.12999725341797,5149963
2025-03-07,121.94999694824219,122.7699966430664,119.30000305175781,119.62999725341797,4519840
